,saleprice,overallqual,totalsqfeet,centralair,garagecars,lotfrontage,bsmtunfsf,lotarea,x1stflrsf,mszoning_RM,age,functional,openporchsf,bsmtexposure,overallcond,yearbuilt,wooddecksf,x2ndflrsf,neighrich,heatingqc,condition1_Norm,bsmtfullbath,mszoning_RL,kitchenqual,salecondition_Normal,screenporch,neighborhood_CollgCr,neighborhood_Sawyer,neighborhood_Crawfor,enclosedporch
21,11.8451027773086,7,1745,1,1,57,637,7449,1108,1,57,7,0,1,7,1930,0,0,0,5,1,0,0,4,1,0,0,0,0,205
22,12.3458345879053,8,3572,1,2,75,1777,9742,1795,0,6,7,159,1,5,2002,171,0,1,5,1,0,1,4,1,0,1,0,0,0
23,11.774520202658698,5,2100,1,2,44,200,4224,1060,1,31,7,110,1,7,1976,100,0,0,3,1,1,0,3,1,0,0,0,0,0
24,11.9447078813958,5,2120,1,1,72,204,8246,1060,0,9,7,90,2,8,1968,406,0,1,5,1,1,1,4,1,0,0,1,0,0
25,12.454103912352199,8,3166,1,3,110,1566,14230,1600,0,2,7,56,1,5,2007,0,0,2,5,1,0,1,4,1,0,0,0,0,0
26,11.811547477460302,5,1800,1,2,60,180,7200,900,0,10,7,32,2,7,1951,222,0,1,3,1,0,1,4,1,0,0,0,0,0
27,12.631340380934502,8,3408,1,3,98,486,11478,1704,0,2,7,50,1,5,2007,0,0,2,5,1,1,1,4,1,0,0,0,0,0
28,12.2428866186529,5,3084,1,1,47,207,16321,1600,0,9,7,258,4,6,1957,288,0,1,3,1,1,1,3,1,0,0,0,0,0
29,11.1345890242503,4,1040,0,1,60,520,6324,520,1,58,7,0,1,6,1927,49,0,1,2,0,0,0,2,1,0,0,0,0,87
30,10.5966347330961,4,1966,0,1,50,649,8500,649,0,58,7,54,1,4,1920,0,668,0,3,0,0,0,3,1,0,0,0,0,172
31,11.914047823644301,5,2456,1,1,72,1228,8544,1228,0,2,7,65,1,6,1966,0,0,1,4,1,0,1,4,1,0,0,1,0,0
32,12.1001564199386,8,2468,1,2,85,1234,11049,1234,0,1,7,30,3,5,2007,0,0,1,5,1,0,1,4,1,0,1,0,0,0
33,12.0167264737993,5,3098,1,2,70,380,10552,1700,0,51,7,38,1,5,1959,0,0,1,4,1,0,1,4,1,0,0,0,0,0
34,12.533576212168601,9,3122,1,2,60,408,7313,1561,0,2,7,47,1,5,2005,203,0,2,5,1,1,1,5,1,0,0,0,0,0
35,12.641096555879901,8,3569,1,3,108,1117,13418,1132,0,1,7,32,3,5,2004,113,1320,2,5,1,0,1,4,1,0,0,0,0,0
36,11.8844890214027,5,2194,1,2,112,1097,10859,1097,0,14,7,64,1,5,1994,392,0,1,5,1,0,1,3,1,0,1,0,0,0
37,11.938193200374599,5,2594,1,2,74,84,8532,1297,0,19,7,0,1,6,1954,0,0,1,4,1,0,1,3,1,0,0,0,0,0
38,11.5991031612113,5,2114,1,1,68,326,7922,1057,0,3,7,52,1,7,1953,0,0,1,3,1,1,1,4,0,0,0,0,0,0
39,11.3144745262464,4,1152,0,0,65,0,6040,1152,0,53,7,0,0,5,1955,0,0,1,3,1,0,1,2,0,0,0,0,0,0
40,11.982929094216,6,2412,1,2,84,445,8658,1324,0,41,7,138,1,5,1965,0,0,1,5,1,0,1,3,0,0,0,0,0,0
41,12.0435537160324,5,2678,1,1,115,383,16905,1328,0,48,7,104,4,6,1959,0,0,1,4,1,0,1,3,1,0,0,0,0,0
42,11.8775685785581,5,1724,1,2,67,0,9180,884,0,24,7,0,3,7,1983,240,0,1,4,1,1,1,4,1,0,0,0,0,0
43,11.7772109596156,5,1876,1,1,70,167,9200,938,0,28,7,0,3,6,1975,145,0,1,3,1,1,1,3,1,0,1,0,0,0
44,11.856515169360302,5,2300,1,1,70,465,7945,1150,0,47,7,0,1,6,1959,0,0,1,5,1,1,1,3,1,0,0,0,0,0
45,12.6757637259376,9,3504,1,2,61,1296,7658,1752,0,5,7,82,1,5,2005,196,0,2,5,1,1,1,5,1,0,0,0,0,0
46,12.3870850123755,7,3583,1,2,48,83,12822,1518,0,6,7,43,1,5,2003,168,631,1,5,1,1,1,4,0,198,0,0,0,0
47,12.4280154762679,8,3312,1,3,84,1632,11096,1656,0,1,7,146,3,5,2006,0,0,1,5,1,0,0,4,1,0,0,0,0,0
48,11.635143097694499,4,2188,1,0,33,736,4456,736,1,1,7,0,1,5,1920,0,716,1,4,1,0,0,3,0,0,0,0,0,102
49,11.7519423654407,5,1910,1,1,66,192,7742,955,0,41,7,0,1,7,1966,0,0,1,5,1,1,1,3,1,0,0,1,0,0
50,12.083905011556,6,2264,1,2,64,612,13869,794,0,10,7,75,3,6,1997,0,676,1,4,1,0,1,3,1,0,0,0,0,0
51,11.6483301019764,6,1992,1,2,52,816,6240,816,1,56,7,0,1,6,1934,112,0,1,3,1,0,0,3,1,0,0,0,0,0
52,11.608235644774599,5,1632,0,2,110,0,8472,816,1,47,7,0,4,5,1963,106,0,0,3,0,1,0,3,1,0,0,0,0,0
53,12.860998613269901,9,3684,1,3,68,32,50271,1842,0,19,7,72,4,5,1981,857,0,1,4,1,2,1,4,1,0,0,0,0,0
54,11.775289729437699,5,1744,1,2,60,0,7134,1360,0,52,6,50,1,5,1955,0,0,1,3,1,0,1,3,1,0,0,0,0,0
55,12.103486056755099,6,2850,1,2,100,935,10175,1425,0,44,7,0,1,5,1964,0,0,1,4,1,0,1,3,1,0,0,0,0,0
56,12.058152515453598,8,2709,1,2,24,321,2645,983,0,9,7,0,1,5,1999,115,756,1,5,1,1,0,4,0,0,0,0,0,0
57,12.1884177102915,7,2580,1,2,89,860,11645,860,0,2,7,70,1,5,2004,0,860,1,5,1,0,1,4,1,0,1,0,0,0
58,12.9917534274931,10,4355,1,3,66,1410,13682,1426,0,0,7,0,4,5,2006,192,1519,2,5,1,0,1,4,0,0,0,0,0,37
59,11.735268696113698,5,1560,1,1,60,148,7200,780,0,36,7,0,3,7,1972,196,0,1,5,1,0,1,3,1,0,1,0,0,0
60,11.9703503120091,6,2316,1,2,63,217,13072,1158,0,2,7,50,1,5,2004,0,0,1,5,0,1,1,4,0,0,0,0,0,0
61,11.5228757958234,5,1641,0,1,60,530,7200,581,1,11,7,0,1,7,1920,0,530,0,3,1,0,0,2,1,0,0,0,0,144
62,12.2184951655287,8,2740,1,2,44,1346,6442,1370,0,1,7,49,2,5,2006,120,0,2,5,1,0,1,4,1,0,0,0,0,0
63,11.849397701591402,7,2286,1,2,50,576,10300,902,1,60,7,11,1,6,1921,12,808,1,4,0,0,0,3,1,0,0,0,0,64
64,12.2991075114974,7,3091,1,2,70,318,9375,1057,0,11,7,36,1,5,1997,576,977,1,5,1,1,1,4,1,0,1,0,0,0
65,12.6666570528594,8,3616,1,3,76,1143,9591,1143,0,2,7,151,3,5,2004,192,1330,2,5,1,0,1,4,1,0,0,0,0,0
66,12.100712129872301,7,4154,1,2,73,1035,19900,2207,0,21,6,0,4,5,1970,301,0,1,3,0,1,1,3,1,0,0,0,0,0
67,12.3282902782544,7,2932,1,2,72,440,10665,1479,0,4,7,29,3,5,2003,144,0,1,5,1,1,1,4,1,0,1,0,0,0
68,11.289781913656,4,1494,1,1,47,747,4608,747,1,60,7,0,1,6,1945,0,0,1,3,0,0,0,3,1,0,0,0,0,0
69,12.3238556811866,7,3591,1,2,81,701,15593,1304,0,53,7,21,1,4,1953,0,983,1,3,1,0,1,3,1,0,0,0,0,114
70,12.4049235042753,7,4446,1,2,95,343,13651,2223,0,34,7,0,4,6,1973,300,0,1,5,1,1,1,3,1,0,0,0,0,0
71,11.771436160121699,4,1690,1,2,69,280,7599,845,0,1,7,0,1,6,1982,0,0,1,3,1,1,1,3,1,0,0,0,0,0
72,12.1281111040605,7,2550,1,2,74,832,10141,885,0,11,7,94,1,5,1998,0,833,1,4,1,0,1,3,1,291,0,0,0,0
73,11.883799128308802,5,2172,1,2,85,404,10200,1086,0,7,7,0,1,7,1954,0,0,1,4,1,1,1,3,1,0,0,0,0,0
74,11.5843154610569,3,2445,0,1,60,840,5790,840,1,60,7,0,1,6,1915,0,765,1,4,1,0,0,3,1,0,0,0,0,202
75,11.418614785499,4,1450,1,1,21,0,1596,526,1,36,7,101,4,5,1973,120,462,0,3,1,1,0,3,1,0,0,0,0,0
76,11.8185702377962,4,1904,1,1,73,724,8475,952,0,52,7,0,1,7,1956,0,0,1,5,1,0,1,3,1,0,0,0,0,0
77,11.7519423654407,5,1957,1,1,50,295,8635,1072,1,7,6,0,1,5,1948,0,213,1,3,1,1,0,3,1,0,0,0,0,0
78,11.8240798936072,4,3536,0,0,72,1768,10778,1768,0,42,7,0,1,5,1968,0,0,1,3,1,0,1,3,1,0,0,1,0,0
79,11.608235644774599,5,1670,1,2,60,440,10440,682,1,28,7,0,1,6,1910,74,548,1,4,1,0,0,3,1,0,0,0,0,128
80,12.173032791452,6,3038,1,1,100,448,13000,1182,0,41,7,72,1,6,1968,0,960,1,3,1,0,1,4,1,252,0,0,0,0
81,11.9414558460094,6,2574,1,2,32,36,4500,1337,1,8,7,199,1,5,1998,0,0,1,5,1,1,0,3,1,0,0,0,0,0
82,12.4090134895269,8,3126,1,3,78,1530,10206,1563,0,1,7,99,1,5,2007,144,0,1,5,1,0,1,4,1,0,0,0,0,0
83,11.7479975871497,5,2130,1,2,80,1065,8892,1065,0,47,7,0,1,5,1960,74,0,1,4,1,0,1,3,1,0,0,0,0,0
84,12.0346910287746,7,1858,1,2,64,384,8530,804,0,13,7,72,1,5,1995,120,670,1,4,1,0,1,3,1,0,0,0,0,0
85,12.468436909997699,8,3705,1,2,121,1288,16059,1301,0,14,7,82,1,5,1991,127,1116,2,5,1,0,1,4,1,0,0,0,0,0
86,12.0668105781967,6,2244,1,2,122,684,11911,684,0,4,7,38,3,5,2005,100,876,1,5,1,0,1,4,1,0,0,0,0,0
87,12.010665849187601,6,1836,1,2,40,612,3951,612,0,0,7,234,3,5,2009,0,612,1,5,1,0,0,4,0,0,0,0,0,0
88,11.3504065354725,3,2539,0,0,105,1013,8470,1013,0,27,7,0,1,2,1915,0,0,0,3,0,0,0,2,0,0,0,0,0,156
89,11.7248058240057,4,1980,1,0,60,402,8070,990,0,12,7,0,1,5,1994,0,0,1,5,1,1,1,3,1,0,1,0,0,0
90,11.6073261403917,4,1040,1,2,60,0,7200,1040,0,56,7,29,0,5,1950,0,0,1,3,1,0,1,3,1,0,0,0,0,0
91,11.498826540590699,5,2470,1,2,85,635,8500,1235,0,45,7,0,1,3,1961,0,0,1,3,1,0,1,3,0,0,0,0,0,0
92,12.004568269319401,5,1840,1,2,80,163,13360,964,0,3,7,0,1,7,1921,0,0,1,5,1,1,1,3,1,0,0,0,1,44
93,11.804848531679301,6,3505,0,2,60,168,7200,1260,0,9,7,0,2,6,1910,0,1031,1,5,1,0,0,3,1,99,0,0,0,0
94,12.2295450017153,6,2610,1,2,69,176,9337,905,0,10,7,162,1,5,1997,0,881,1,5,1,1,1,4,1,0,1,0,0,0
95,12.1281111040605,6,2150,1,2,64,370,9765,680,0,16,7,63,1,8,1993,232,790,1,4,1,0,1,3,1,0,0,0,0,0
96,12.273731294004,7,3176,1,2,78,426,10264,1588,0,7,7,29,3,5,1999,158,0,1,5,1,0,1,4,1,0,1,0,0,0
97,11.458997122944698,4,1920,1,1,73,440,10921,960,0,42,7,0,1,5,1965,120,0,1,3,1,1,1,3,1,0,0,0,0,0
98,11.3265958867787,5,1293,0,1,85,350,10625,835,0,60,7,0,1,5,1920,0,0,1,2,1,0,1,3,0,0,0,0,0,77
99,11.767180011309499,4,2175,1,0,77,381,9320,1225,0,51,7,0,1,5,1959,352,0,1,2,1,1,1,3,1,0,0,0,0,0
100,12.2307652581205,6,3220,1,2,80,410,10603,1610,0,9,7,68,2,7,1977,168,0,1,4,1,1,1,4,1,0,0,0,0,0
101,12.089538829274199,6,2473,1,2,77,741,9206,977,0,25,7,46,1,5,1985,192,755,1,3,1,0,1,4,1,0,0,0,0,0
102,11.686576205316602,5,1535,1,2,64,0,7018,1535,0,30,7,0,0,5,1979,0,0,1,3,1,0,1,3,0,0,0,0,0,0
103,12.2005574648421,7,2452,1,3,94,1226,10402,1226,0,1,7,36,1,5,2009,0,0,1,5,1,0,1,4,1,0,1,0,0,0
104,12.0406082058026,7,2858,1,1,60,816,7758,1226,1,57,7,0,1,4,1931,0,592,0,5,1,0,0,3,1,184,0,0,0,0
105,12.4292161968444,8,3045,1,2,75,1053,9375,1053,0,4,7,45,1,5,2003,140,939,1,5,1,0,0,4,1,0,0,0,0,0
106,11.5129254649702,4,1688,1,1,60,641,10800,1047,1,12,7,0,1,7,1885,0,0,1,4,1,0,0,3,1,0,0,0,0,0
107,11.6526874073454,5,1578,1,1,50,516,6000,789,1,58,7,0,1,5,1948,0,0,1,5,1,0,0,3,0,0,0,0,0,0
108,11.6526874073454,5,2310,0,0,85,793,8500,997,1,2,7,0,1,7,1919,0,520,0,3,0,0,0,2,1,0,0,0,0,144
109,12.154779351142599,6,3688,1,2,105,1139,11751,1844,0,33,7,122,1,6,1977,0,0,1,5,1,0,1,3,1,0,0,0,0,0
110,11.8270060112765,6,2849,1,1,75,550,9525,1216,0,34,7,0,1,4,1954,182,639,1,4,1,0,1,3,1,0,0,0,0,0
111,12.100712129872301,7,1814,1,2,64,134,7750,774,0,10,7,0,1,5,2000,180,656,1,5,1,0,1,3,1,0,0,0,0,0
112,12.8583197035179,7,3960,1,3,77,280,9965,1282,0,0,7,184,3,5,2007,120,1414,1,5,1,1,1,5,0,168,1,0,0,0
113,12.2876526325226,6,4068,1,2,70,905,21000,2259,0,54,7,120,2,5,1953,166,0,1,3,1,1,1,4,0,0,0,0,1,192
114,12.466511981588098,6,3348,1,1,61,104,7259,1436,0,5,7,0,1,8,1945,224,884,1,5,1,1,1,4,1,0,0,0,1,0
115,12.0782392740203,6,2187,1,2,34,310,3230,729,0,8,7,32,1,5,1999,0,729,1,4,1,0,0,3,1,0,0,0,0,0
116,11.842229212112802,5,2184,1,1,72,252,11616,1092,0,47,7,20,1,5,1962,0,0,1,3,1,0,1,3,1,0,0,1,0,144
117,11.951180395901401,5,2250,1,2,74,1125,8536,1125,0,0,7,64,1,5,2006,80,0,1,4,1,0,1,3,0,0,0,0,0,0
118,12.676076274775902,7,4895,1,3,90,203,12376,1699,0,20,7,0,2,5,1990,367,1523,1,4,1,1,1,4,1,0,0,0,0,0
119,12.007560729337499,6,2184,1,2,65,728,8461,728,0,0,7,24,1,5,2005,0,728,1,5,1,0,1,4,0,0,1,0,0,0
120,12.100712129872301,6,1926,1,2,80,0,21453,988,0,37,7,130,4,5,1969,0,0,1,5,1,1,1,3,1,0,0,0,0,0
121,11.5129254649702,4,1855,1,1,50,732,6060,772,1,57,7,0,1,5,1939,0,351,0,4,1,0,0,3,1,0,0,0,0,140
122,11.820410164718199,6,2160,1,1,75,510,9464,1080,0,50,7,0,1,7,1958,0,0,1,4,1,0,1,3,1,130,0,0,0,0
123,11.944058319827,6,2398,1,2,55,899,7892,1199,0,15,7,63,1,5,1993,0,0,1,5,1,0,1,4,1,0,0,0,0,0
124,12.106252310248001,6,2948,1,2,48,1362,17043,1586,0,11,7,0,1,5,1979,192,0,1,3,1,0,1,3,1,0,0,0,0,0
125,11.344506813345301,6,1274,0,0,60,30,6780,520,1,24,7,0,3,8,1935,53,0,0,4,1,1,0,3,1,0,0,0,0,0
126,11.759785542901799,6,2036,1,2,24,958,4928,958,0,31,7,205,1,5,1976,0,0,1,3,1,0,1,3,1,0,0,0,0,0
127,11.3736633976367,5,1512,1,0,55,556,4388,840,1,57,7,0,1,7,1930,0,0,1,5,0,0,0,3,1,0,0,0,0,0
128,11.951180395901401,6,2008,1,2,69,148,7590,660,0,40,7,108,1,5,1966,188,688,1,3,0,0,1,3,1,0,0,0,0,0
129,11.918390573078401,5,2061,1,2,69,413,8973,1053,0,15,7,80,1,7,1958,0,0,1,3,1,0,1,5,0,0,0,0,0,0
130,12.3282902782544,7,3081,1,2,88,479,14200,1216,0,40,7,66,1,6,1966,105,941,1,5,1,0,1,4,1,0,0,0,0,0
131,12.4049235042753,6,3046,1,2,64,297,12224,1022,0,9,7,48,1,5,2000,24,1032,1,5,1,1,1,4,1,0,0,0,0,0
132,11.9233781145894,5,2390,1,2,75,658,7388,1327,0,5,7,0,1,6,1959,0,0,1,4,1,1,1,4,1,0,0,0,0,0
133,12.3013828253345,8,2563,1,2,82,262,6853,1296,0,7,7,25,1,5,2001,192,0,1,5,1,1,1,4,1,0,0,0,0,0
134,12.100712129872301,5,3182,1,2,78,891,10335,1721,0,13,6,96,1,6,1968,0,0,1,4,1,0,1,3,1,0,0,1,0,180
135,12.0668105781967,7,2986,1,2,80,1304,10400,1682,0,38,7,0,1,6,1970,98,0,1,4,1,0,1,3,1,0,0,0,0,0
136,11.870599909242001,5,2428,1,1,73,519,10355,1214,0,40,7,111,1,5,1967,0,0,1,3,1,0,1,3,1,0,0,0,0,0
137,12.0494188354848,7,3866,1,3,82,1907,11070,1959,0,17,7,0,1,5,1988,0,0,1,4,1,0,1,3,0,0,0,0,0,0
138,12.3458345879053,8,2856,1,3,73,336,9066,1004,0,8,7,106,2,5,1999,224,848,1,5,1,0,1,4,1,0,1,0,0,0
139,12.352335152508399,6,2692,1,2,65,107,15426,928,0,12,7,99,1,5,1997,276,836,1,5,1,1,1,4,1,0,1,0,0,0
140,11.6526874073454,4,1728,1,0,70,432,10500,864,0,39,7,0,1,5,1971,0,0,1,3,1,0,1,3,1,0,0,0,0,0
141,12.468436909997699,7,3468,1,2,78,434,11645,1734,0,1,7,24,3,5,2005,160,0,1,5,1,1,1,4,1,0,1,0,0,0
142,12.0197430673387,5,2295,1,2,71,403,8520,910,0,58,7,0,1,4,1952,0,475,1,2,0,0,1,3,1,0,0,0,0,0
143,12.2258752728264,7,2991,1,2,78,811,10335,1501,0,10,7,29,4,5,1999,144,0,1,5,1,1,1,4,1,0,1,0,0,0
144,11.736069016284402,5,3456,1,2,70,396,9100,1728,1,43,7,0,1,5,1963,0,0,1,3,0,1,0,3,0,0,0,1,0,0
145,11.775289729437699,6,2679,1,2,24,970,2522,970,1,0,3,40,1,5,2004,0,739,1,5,1,0,0,4,1,0,0,0,0,0
146,11.5617156291397,5,1590,1,1,51,506,6120,875,1,16,7,0,1,7,1931,48,0,1,3,1,1,0,3,1,0,0,0,0,0
147,12.3126823805884,7,2919,1,2,64,884,9505,884,0,9,7,48,1,5,2001,144,1151,1,5,1,0,1,4,1,0,0,0,0,0
148,11.856515169360302,7,2160,1,0,63,400,7500,1080,0,3,7,0,1,5,2004,0,0,1,5,1,1,1,4,1,0,0,0,0,0
149,11.6526874073454,5,2240,1,1,51,896,6240,896,1,56,7,114,1,4,1936,200,448,1,4,1,0,0,3,1,0,0,0,0,0
150,11.711776323715402,5,1938,1,2,120,253,10356,969,0,32,7,0,3,6,1975,0,0,1,3,1,0,1,3,1,0,1,0,0,0
151,12.827729194939899,8,3420,1,3,107,310,13891,1710,0,0,7,102,4,5,2007,0,0,2,5,1,1,1,4,0,0,0,0,0,0
152,12.154779351142599,6,2818,1,2,80,409,14803,1097,0,35,7,66,1,5,1971,0,896,1,4,1,0,1,3,1,0,0,0,0,0
153,12.367340793126301,6,2854,1,2,80,93,13500,1252,0,33,7,0,4,7,1960,409,0,1,4,1,1,1,3,1,0,0,0,0,0
154,11.736069016284402,6,2400,1,1,84,1200,11340,1200,1,56,7,0,1,5,1923,0,0,1,3,1,0,0,3,0,0,0,0,0,228
155,11.277203131449198,6,1668,0,0,60,572,9600,572,0,58,7,8,1,5,1924,0,524,1,2,0,0,1,3,1,0,0,0,0,128
156,11.603679828238699,5,1040,1,2,60,0,7200,1040,0,56,7,0,0,7,1950,0,0,1,3,1,0,1,3,1,0,0,0,0,0
157,12.5043236693312,8,2742,1,3,92,774,12003,774,0,0,7,75,1,5,2009,0,1194,1,5,1,0,1,5,0,0,0,0,0,0
158,12.4486265903642,7,2938,1,2,100,769,12552,991,0,5,7,136,1,5,2004,0,956,1,5,1,0,0,4,1,0,0,0,0,0
159,12.676076274775902,7,3854,1,2,134,1335,19378,1392,0,0,7,132,2,5,2005,239,1070,1,5,1,1,1,4,0,0,0,0,0,0
160,11.9984332807519,6,2464,1,2,80,572,11120,1232,0,24,7,0,1,6,1984,0,0,1,3,1,0,1,3,1,0,0,0,0,0
161,12.9299914847569,9,4240,1,3,110,556,13688,1572,0,4,7,0,3,5,2003,400,1096,2,5,1,1,1,5,1,0,0,0,0,0
162,12.3013828253345,7,3082,1,2,95,340,12182,1541,0,5,7,70,2,5,2005,0,0,2,5,1,0,1,4,0,0,0,0,0,0
163,11.5444241320296,4,1764,1,0,55,882,5500,882,0,51,7,0,1,6,1956,0,0,1,5,1,0,1,3,1,0,0,0,0,0
164,11.9316357998284,6,2765,1,1,40,779,5400,1149,1,3,7,0,2,7,1926,0,467,1,4,1,0,0,4,1,0,0,0,0,183
165,11.7558716435806,5,1999,1,0,62,112,10106,808,0,9,7,0,1,7,1940,140,547,1,4,1,1,1,3,1,0,0,0,0,0
166,12.154779351142599,5,3484,1,1,80,470,10708,1867,0,16,7,0,1,5,1955,476,0,1,5,1,1,1,3,1,142,0,0,0,0
167,12.693498620467802,8,3743,1,3,86,294,10562,1610,0,0,7,120,1,5,2007,178,551,2,5,1,1,1,5,0,0,0,0,0,0
168,12.1199699464768,7,2560,1,2,62,840,8244,840,0,3,7,48,1,5,2004,100,880,1,5,1,0,1,4,1,0,0,0,0,0
169,12.3371009079366,8,3393,1,2,82,1686,16669,1707,0,25,7,64,1,6,1981,574,0,1,3,1,0,1,3,1,0,0,0,0,0
170,11.763684183317402,5,2102,1,2,60,360,12358,854,1,57,7,0,1,6,1941,237,0,1,3,0,0,0,3,1,0,0,0,0,0
171,12.278393307109802,6,2736,1,2,141,441,31770,1656,0,50,7,62,4,5,1960,210,0,1,2,1,1,1,3,1,0,0,0,0,0
172,12.384218830913598,7,2831,1,2,44,354,5306,1064,0,19,7,35,1,7,1987,441,703,2,4,1,1,1,4,1,0,0,0,0,0
173,12.0015054797889,6,2724,1,2,80,700,10197,1362,0,47,7,20,1,5,1961,0,0,1,3,1,1,1,3,1,0,0,0,0,0
174,12.122691036591101,6,3257,1,2,47,0,12416,1651,0,22,5,0,1,5,1986,192,0,1,3,1,1,1,3,1,0,0,0,0,0
175,12.4008167223227,6,3360,1,2,84,725,12615,2158,0,6,7,29,3,7,1950,0,0,1,3,1,1,1,4,1,0,0,0,0,39
176,12.259613412458197,6,3211,1,2,97,320,10029,1164,0,18,7,228,1,5,1988,0,896,1,3,1,0,1,3,1,192,0,0,0,0
177,12.058152515453598,5,2972,1,2,72,554,13650,1252,0,48,7,0,1,5,1958,0,668,1,5,1,1,1,4,1,0,0,1,0,0
178,13.126030644751802,9,4450,1,3,63,312,17423,2234,0,0,7,60,1,5,2008,0,0,2,5,1,1,1,5,0,0,0,0,0,0
179,11.5129254649702,5,1936,1,2,60,968,8520,968,1,1,7,0,1,6,1923,0,0,1,3,1,0,0,3,1,0,0,0,0,184
180,12.083905011556,6,2281,1,2,72,320,2117,769,0,7,7,0,1,5,2000,0,756,1,5,1,0,0,4,1,0,0,0,0,0
181,12.206572520571802,7,2595,1,1,54,441,7588,901,0,56,7,0,1,6,1920,0,901,1,4,1,0,1,3,1,0,0,0,1,40
182,11.6952470217642,5,1340,1,1,60,0,9060,1340,0,1,7,0,0,6,1957,116,0,1,5,0,0,1,3,1,0,0,0,0,0
183,12.2060726455302,7,3444,1,2,63,1362,11426,1362,1,5,4,238,1,5,2003,280,720,1,5,1,0,0,4,1,0,0,0,0,0
184,11.7519423654407,5,1756,1,2,92,504,7438,936,0,15,7,0,1,8,1908,104,316,1,4,0,0,1,3,1,0,0,0,0,0
185,13.071070083016801,10,4715,1,3,90,1107,22950,1518,1,13,7,260,2,9,1892,0,1518,1,5,0,0,0,5,1,410,0,0,0,0
186,12.061046873479901,7,2405,1,2,74,577,9947,1217,0,18,7,27,3,5,1990,168,0,1,5,1,1,1,4,1,0,0,0,0,0
187,11.8130300574206,5,2316,1,1,60,660,10410,808,0,22,5,0,1,7,1916,0,704,1,5,1,0,1,3,1,0,0,0,0,0
188,11.9403933925547,5,2310,1,2,64,0,7018,1224,0,30,7,0,3,5,1979,120,0,1,3,0,2,1,3,0,0,0,0,0,0
